#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
NC_001142.9	3059	asmbl_3060	Unigene3875_YT,Unigene3875_YT	orient(a-/s?) align: 433091(1561)-434651(1)
NC_001142.9	3060	asmbl_3061	Unigene3876_YT,Unigene3876_YT	orient(a+/s?) align: 434926(1)-436274(1349)
NC_001142.9	3061	asmbl_3062	Unigene3877_YT,Unigene3877_YT	orient(a+/s?) align: 436730(1)-438847(2118)
NC_001142.9	3062	asmbl_3063	Unigene3878_YT,Unigene3878_YT	orient(a+/s?) align: 438833(1)-440998(2166)
NC_001142.9	3063	asmbl_3064	Unigene3879_YT,Unigene3879_YT	orient(a-/s?) align: 440909(1690)-442598(1)
NC_001142.9	3064	asmbl_3065	Unigene3880_YT,Unigene3880_YT	orient(a-/s?) align: 442711(2950)-445660(1)
NC_001142.9	3065	asmbl_3066	Unigene3881_YT,Unigene3881_YT	orient(a+/s?) align: 445839(1)-448287(2449)
NC_001142.9	3066	asmbl_3067	Unigene3882_YT,Unigene3882_YT	orient(a-/s?) align: 448209(768)-448976(1)
NC_001142.9	3067	asmbl_3068	Unigene3883_YT,Unigene3883_YT	orient(a+/s?) align: 449194(1)-450912(1719)
NC_001142.9	3068	asmbl_3069	Unigene3884_YT,Unigene3884_YT	orient(a+/s?) align: 450898(1)-451934(1037)
NC_001142.9	3069	asmbl_3070	Unigene3885_YT,Unigene3885_YT	orient(a-/s?) align: 451999(2732)-454730(1)
NC_001142.9	3070	asmbl_3071	Unigene3886_YT,Unigene3886_YT	orient(a-/s?) align: 454700(257)-454956(1)
NC_001142.9	3071	asmbl_3072	Unigene3887_YT,Unigene3887_YT	orient(a+/s?) align: 455037(1)-455293(257)
NC_001142.9	3072	asmbl_3073	Unigene3888_YT,Unigene3888_YT	orient(a+/s?) align: 455275(1)-455564(290)
NC_001142.9	3073	asmbl_3074	Unigene3889_YT,Unigene3889_YT	orient(a+/s?) align: 455544(1)-455804(261)
NC_001142.9	3074	asmbl_3075	Unigene3891_YT,Unigene3892_YT,Unigene3893_YT,Unigene3891_YT,Unigene3892_YT,Unigene3893_YT	orient(a-/s?) align: 457906(2308)-460213(1)
NC_001142.9	3075	asmbl_3076	Unigene3894_YT,Unigene3895_YT,Unigene3894_YT,Unigene3895_YT	orient(a+/s?) align: 460305(1)-461611(1307)
NC_001142.9	3076	asmbl_3077	Unigene3896_YT,Unigene3896_YT	orient(a+/s?) align: 461829(1)-462425(597)
NC_001142.9	3077	asmbl_3078	Unigene3897_YT,Unigene3897_YT	orient(a+/s?) align: 462721(1)-464377(1657)
NC_001142.9	3078	asmbl_3079	Unigene3898_YT,Unigene3898_YT	orient(a-/s?) align: 464302(1922)-466223(1)
NC_001142.9	3079	asmbl_3080	Unigene3899_YT,Unigene3899_YT	orient(a-/s?) align: 466240(816)-467055(1)
NC_001142.9	3080	asmbl_3081	Unigene3900_YT,Unigene3901_YT,Unigene3902_YT,Unigene3900_YT,Unigene3901_YT,Unigene3902_YT	orient(a+/s?) align: 467002(1)-468361(1360)
NC_001142.9	3081	asmbl_3082	Unigene3903_YT,Unigene3903_YT	orient(a-/s?) align: 468555(1069)-469623(1)
NC_001142.9	3082	asmbl_3083	Unigene3904_YT,Unigene3904_YT	orient(a+/s?) align: 469742(1)-470174(433)
NC_001142.9	3083	asmbl_3084	Unigene3905_YT,Unigene3905_YT	orient(a-/s?) align: 470137(833)-470969(1)
NC_001142.9	3084	asmbl_3085	Unigene3906_YT,Unigene3906_YT	orient(a-/s?) align: 470985(943)-471927(1)
NC_001142.9	3085	asmbl_3086	Unigene3908_YT,Unigene3908_YT	orient(a+/s?) align: 491018(1)-492619(1602)
NC_001142.9	3086	asmbl_3087	Unigene3909_YT,Unigene3909_YT	orient(a-/s?) align: 492300(4201)-496500(1)
NC_001142.9	3087	asmbl_3088	Unigene3910_YT,Unigene3910_YT	orient(a+/s?) align: 496574(1)-497280(707)
NC_001142.9	3088	asmbl_3089	Unigene3911_YT,Unigene3911_YT	orient(a+/s?) align: 497332(1)-500826(3495)
NC_001142.9	3089	asmbl_3090	Unigene3912_YT,Unigene3912_YT	orient(a-/s?) align: 500636(3116)-503751(1)
NC_001142.9	3090	asmbl_3091	Unigene3913_YT,Unigene3914_YT,Unigene3913_YT,Unigene3914_YT	orient(a+/s?) align: 503691(1)-507527(3837)
NC_001142.9	3091	asmbl_3092	Unigene3915_YT,Unigene3915_YT	orient(a+/s?) align: 507660(1)-510140(2481)
NC_001142.9	3092	asmbl_3093	Unigene3916_YT,Unigene3916_YT	orient(a-/s?) align: 510106(3786)-513891(1)
NC_001142.9	3093	asmbl_3094	Unigene3917_YT,Unigene3917_YT	orient(a+/s?) align: 513999(1)-516453(2455)
NC_001142.9	3094	asmbl_3095	Unigene3918_YT,Unigene3918_YT	orient(a-/s?) align: 516292(1388)-517679(1)
NC_001142.9	3095	asmbl_3096	Unigene3919_YT,Unigene3920_YT,Unigene3919_YT,Unigene3920_YT	orient(a+/s?) align: 518480(1)-519270(791)
NC_001142.9	3096	asmbl_3097	Unigene3921_YT,Unigene3921_YT	orient(a-/s?) align: 519292(2450)-521741(1)
NC_001142.9	3097	asmbl_3098	Unigene3922_YT,Unigene3922_YT	orient(a+/s?) align: 521973(1)-523904(1932)
NC_001142.9	3098	asmbl_3099	Unigene3923_YT,Unigene3923_YT	orient(a-/s?) align: 524216(362)-524577(1)
NC_001142.9	3099	asmbl_3100	Unigene3924_YT,Unigene3924_YT	orient(a-/s?) align: 524875(697)-525571(1)
NC_001142.9	3100	asmbl_3101	Unigene3925_YT,Unigene3925_YT	orient(a+/s?) align: 526340(1)-526581(242)
NC_001142.9	3101	asmbl_3102	Unigene3926_YT,Unigene3926_YT	orient(a-/s?) align: 526945(1631)-528575(1)
NC_001142.9	3102	asmbl_3103	Unigene3927_YT,Unigene3927_YT	orient(a+/s?) align: 528598(1)-529700(1103)
NC_001142.9	3103	asmbl_3104	Unigene3928_YT,Unigene3928_YT	orient(a+/s?) align: 529792(1)-531790(1999)
NC_001142.9	3104	asmbl_3105	Unigene3929_YT,Unigene3929_YT	orient(a+/s?) align: 531844(1)-533807(1964)
NC_001142.9	3105	asmbl_3106	Unigene3930_YT,Unigene3931_YT,Unigene3930_YT,Unigene3931_YT	orient(a+/s?) align: 533940(1)-535786(1847)
NC_001142.9	3106	asmbl_3107	Unigene3932_YT,Unigene3932_YT	orient(a+/s?) align: 538762(1)-539704(943)
NC_001142.9	3107	asmbl_3108	Unigene3933_YT,Unigene3933_YT	orient(a-/s?) align: 539553(1036)-540588(1)
NC_001142.9	3108	asmbl_3109	Unigene3934_YT,Unigene3934_YT	orient(a-/s?) align: 541654(1049)-542702(1)
NC_001142.9	3109	asmbl_3110	Unigene3936_YT,Unigene3936_YT	orient(a-/s?) align: 543158(265)-543422(1)
NC_001142.9	3110	asmbl_3111	Unigene3937_YT,Unigene3937_YT	orient(a-/s?) align: 543418(283)-543700(1)
NC_001142.9	3111	asmbl_3112	Unigene3938_YT,Unigene3938_YT	orient(a+/s?) align: 543853(1)-544824(972)
NC_001142.9	3112	asmbl_3113	Unigene3939_YT,Unigene3939_YT	orient(a-/s?) align: 544678(781)-545458(1)
NC_001142.9	3113	asmbl_3114	Unigene3940_YT,Unigene3940_YT	orient(a+/s?) align: 545278(1)-548439(3162)
NC_001142.9	3114	asmbl_3115	Unigene3941_YT,Unigene3941_YT	orient(a+/s?) align: 548627(1)-549814(1188)
NC_001142.9	3115	asmbl_3116	Unigene3942_YT,Unigene3942_YT	orient(a+/s?) align: 555137(1)-555846(710)
NC_001142.9	3116	asmbl_3117	Unigene3943_YT,Unigene3943_YT	orient(a+/s?) align: 555845(1)-557670(1826)
NC_001142.9	3117	asmbl_3118	Unigene3944_YT,Unigene3944_YT	orient(a-/s?) align: 557624(1561)-559184(1)
NC_001142.9	3118	asmbl_3119	Unigene3945_YT,Unigene3945_YT	orient(a+/s?) align: 559371(1)-566959(7589)
NC_001142.9	3119	asmbl_3120	Unigene3946_YT,Unigene3946_YT	orient(a-/s?) align: 566817(690)-567506(1)
NC_001142.9	3120	asmbl_3121	Unigene3947_YT,Unigene3947_YT	orient(a+/s?) align: 567588(1)-568754(1167)
NC_001142.9	3121	asmbl_3122	Unigene3948_YT,Unigene3948_YT	orient(a-/s?) align: 568681(805)-569485(1)
NC_001142.9	3122	asmbl_3123	Unigene3949_YT,Unigene3949_YT	orient(a-/s?) align: 569501(1196)-570696(1)
NC_001142.9	3123	asmbl_3124	Unigene3950_YT,Unigene3950_YT	orient(a-/s?) align: 570697(1428)-572124(1)
NC_001142.9	3124	asmbl_3125	Unigene3951_YT,Unigene3951_YT	orient(a+/s?) align: 572482(1)-572713(232)
NC_001142.9	3125	asmbl_3126	Unigene3952_YT,Unigene3952_YT	orient(a+/s?) align: 572957(1)-573195(239)
NC_001142.9	3126	asmbl_3127	Unigene3953_YT,Unigene3953_YT	orient(a+/s?) align: 573177(1)-573751(575)
NC_001142.9	3127	asmbl_3128	Unigene3954_YT,Unigene3954_YT	orient(a-/s?) align: 575220(1463)-576682(1)
NC_001142.9	3128	asmbl_3129	Unigene3955_YT,Unigene3956_YT,Unigene3955_YT,Unigene3956_YT	orient(a+/s?) align: 576879(1)-578478(1600)
NC_001142.9	3129	asmbl_3130	Unigene3957_YT,Unigene3957_YT	orient(a+/s?) align: 578846(1)-580245(1400)
NC_001142.9	3130	asmbl_3131	Unigene3958_YT,Unigene3958_YT	orient(a-/s?) align: 580306(1311)-581616(1)
NC_001142.9	3131	asmbl_3132	Unigene3959_YT,Unigene3959_YT	orient(a-/s?) align: 582354(1227)-583580(1)
NC_001142.9	3132	asmbl_3133	Unigene3960_YT,Unigene3960_YT	orient(a+/s?) align: 583694(1)-585125(1432)
NC_001142.9	3133	asmbl_3134	Unigene3961_YT,Unigene3961_YT	orient(a-/s?) align: 584995(841)-585835(1)
NC_001142.9	3134	asmbl_3135	Unigene3962_YT,Unigene3963_YT,Unigene3962_YT,Unigene3963_YT	orient(a+/s?) align: 586036(1)-587423(1388)
NC_001142.9	3135	asmbl_3136	Unigene3964_YT,Unigene3965_YT,Unigene3964_YT,Unigene3965_YT	orient(a+/s?) align: 587497(1)-590662(3166)
NC_001142.9	3136	asmbl_3137	Unigene3966_YT,Unigene3967_YT,Unigene3966_YT,Unigene3967_YT	orient(a+/s?) align: 590638(1)-594633(3996)
NC_001142.9	3137	asmbl_3138	Unigene3968_YT,Unigene3968_YT	orient(a-/s?) align: 594836(3571)-598406(1)
NC_001142.9	3138	asmbl_3139	Unigene3969_YT,Unigene3969_YT	orient(a+/s?) align: 598631(1)-603184(4554)
NC_001142.9	3139	asmbl_3140	Unigene3970_YT,Unigene3970_YT	orient(a-/s?) align: 603117(1214)-604330(1)
NC_001142.9	3140	asmbl_3141	Unigene3971_YT,Unigene3972_YT,Unigene3971_YT,Unigene3972_YT	orient(a+/s?) align: 604491(1)-605848(1358)
NC_001142.9	3141	asmbl_3142	Unigene3973_YT,Unigene3974_YT,Unigene3973_YT,Unigene3974_YT	orient(a+/s?) align: 605827(1)-608117(2291)
NC_001142.9	3142	asmbl_3143	Unigene3975_YT,Unigene3975_YT	orient(a+/s?) align: 608213(1)-609299(1087)
NC_001142.9	3143	asmbl_3144	Unigene3976_YT,Unigene3976_YT	orient(a+/s?) align: 609627(1)-609927(301)
NC_001142.9	3144	asmbl_3145	Unigene3977_YT,Unigene3977_YT	orient(a+/s?) align: 610065(1)-610852(788)
NC_001142.9	3145	asmbl_3146	Unigene3978_YT,Unigene3979_YT,Unigene3978_YT,Unigene3979_YT	orient(a+/s?) align: 610823(1)-612181(1359)
NC_001142.9	3146	asmbl_3147	Unigene3980_YT,Unigene3980_YT	orient(a+/s?) align: 612308(1)-613147(840)
NC_001142.9	3147	asmbl_3148	Unigene3981_YT,Unigene3981_YT	orient(a-/s?) align: 612989(2265)-615253(1)
NC_001142.9	3148	asmbl_3149	Unigene3982_YT,Unigene3982_YT	orient(a+/s?) align: 615404(1)-616461(1058)
NC_001142.9	3149	asmbl_3150	Unigene3983_YT,Unigene3983_YT	orient(a-/s?) align: 616301(1173)-617473(1)
NC_001142.9	3150	asmbl_3151	Unigene3984_YT,Unigene3984_YT	orient(a+/s?) align: 618134(1)-619210(1077)
NC_001142.9	3151	asmbl_3152	Unigene3985_YT,Unigene3986_YT,Unigene3987_YT,Unigene3985_YT,Unigene3986_YT,Unigene3987_YT	orient(a-/s?) align: 618994(1600)-620593(1)
NC_001142.9	3152	asmbl_3153	Unigene3988_YT,Unigene3988_YT	orient(a+/s?) align: 620593(1)-622553(1961)
NC_001142.9	3153	asmbl_3154	Unigene3989_YT,Unigene3989_YT	orient(a-/s?) align: 622436(917)-623352(1)
NC_001142.9	3154	asmbl_3155	Unigene3991_YT,Unigene3992_YT,Unigene3991_YT,Unigene3992_YT	orient(a+/s?) align: 624565(1)-627001(2437)
NC_001142.9	3155	asmbl_3156	Unigene3993_YT,Unigene3993_YT	orient(a-/s?) align: 626869(1908)-628776(1)
NC_001142.9	3156	asmbl_3157	Unigene3994_YT,Unigene3994_YT	orient(a+/s?) align: 628857(1)-629599(743)
NC_001142.9	3157	asmbl_3158	Unigene3995_YT,Unigene3995_YT	orient(a-/s?) align: 629458(3727)-633184(1)
NC_001142.9	3158	asmbl_3159	Unigene3997_YT,Unigene3997_YT	orient(a-/s?) align: 635765(1103)-636867(1)
NC_001142.9	3159	asmbl_3160	Unigene3998_YT,Unigene3998_YT	orient(a+/s?) align: 636987(1)-638258(1272)
NC_001142.9	3160	asmbl_3161	Unigene3999_YT,Unigene3999_YT	orient(a-/s?) align: 638080(1113)-639192(1)
NC_001142.9	3161	asmbl_3162	Unigene4000_YT,Unigene4001_YT	orient(a+/s?) align: 639219(1)-640054(836)
NC_001142.9	3162	asmbl_3163	Unigene4002_YT,Unigene4003_YT,Unigene4004_YT,Unigene4002_YT,Unigene4003_YT,Unigene4004_YT	orient(a+/s?) align: 640005(1)-641789(1785)
NC_001142.9	3163	asmbl_3164	Unigene4005_YT,Unigene4005_YT	orient(a+/s?) align: 641948(1)-643471(1524)
NC_001142.9	3164	asmbl_3165	Unigene4006_YT,Unigene4006_YT	orient(a-/s?) align: 643391(809)-644199(1)
NC_001142.9	3165	asmbl_3166	Unigene4007_YT,Unigene4007_YT	orient(a-/s?) align: 644258(2422)-646679(1)
NC_001142.9	3166	asmbl_3167	Unigene4008_YT,Unigene4008_YT	orient(a+/s?) align: 647347(1)-649542(2196)
NC_001142.9	3167	asmbl_3168	Unigene4009_YT,Unigene4010_YT,Unigene4009_YT,Unigene4010_YT	orient(a+/s?) align: 649530(1)-651362(1833)
NC_001142.9	3168	asmbl_3169	Unigene4011_YT,Unigene4011_YT	orient(a+/s?) align: 651677(1)-651898(222)
NC_001142.9	3169	asmbl_3170	Unigene4012_YT,Unigene4012_YT	orient(a+/s?) align: 651884(1)-652772(889)
NC_001142.9	3170	asmbl_3171	Unigene4013_YT,Unigene4014_YT,Unigene4015_YT,Unigene4013_YT,Unigene4014_YT,Unigene4015_YT	orient(a-/s?) align: 652689(3332)-656020(1)
NC_001142.9	3171	asmbl_3172	Unigene4016_YT,Unigene4016_YT	orient(a-/s?) align: 656159(2531)-658689(1)
NC_001142.9	3172	asmbl_3173	Unigene4017_YT,Unigene4017_YT	orient(a+/s?) align: 660473(1)-660684(212)
NC_001142.9	3173	asmbl_3174	Unigene4018_YT,Unigene4018_YT	orient(a+/s?) align: 660674(1)-660876(203)
NC_001142.9	3174	asmbl_3175	Unigene4019_YT,Unigene4020_YT,Unigene4019_YT,Unigene4020_YT	orient(a+/s?) align: 663180(1)-665083(1904)
NC_001142.9	3175	asmbl_3176	Unigene4021_YT,Unigene4021_YT	orient(a-/s?) align: 665063(2350)-667412(1)
NC_001142.9	3176	asmbl_3177	Unigene4022_YT,Unigene4022_YT	orient(a+/s?) align: 667240(1)-669488(2249)
NC_001142.9	3177	asmbl_3178	Unigene4023_YT,Unigene4023_YT	orient(a+/s?) align: 669461(1)-672912(3452)
NC_001142.9	3178	asmbl_3179	Unigene4024_YT,Unigene4024_YT	orient(a+/s?) align: 672883(1)-673712(830)
NC_001142.9	3179	asmbl_3180	Unigene4025_YT,Unigene4025_YT	orient(a-/s?) align: 673637(2199)-675835(1)
NC_001142.9	3180	asmbl_3181	Unigene4026_YT,Unigene4026_YT	orient(a+/s?) align: 676919(1)-677430(512)
NC_001142.9	3181	asmbl_3182	Unigene4027_YT,Unigene4027_YT	orient(a-/s?) align: 677344(1454)-678797(1)
NC_001142.9	3182	asmbl_3183	Unigene4028_YT,Unigene4028_YT	orient(a-/s?) align: 678800(4669)-683468(1)
NC_001142.9	3183	asmbl_3184	Unigene4029_YT,Unigene4029_YT	orient(a+/s?) align: 684540(1)-689397(4858)
NC_001142.9	3184	asmbl_3185	Unigene4030_YT,Unigene4030_YT	orient(a-/s?) align: 689325(1200)-690524(1)
NC_001142.9	3185	asmbl_3186	Unigene4031_YT,Unigene4031_YT	orient(a+/s?) align: 695676(1)-695896(221)
NC_001142.9	3186	asmbl_3187	Unigene4032_YT,Unigene4033_YT,Unigene4032_YT,Unigene4033_YT	orient(a+/s?) align: 695873(1)-697068(1196)
NC_001142.9	3187	asmbl_3188	Unigene4034_YT,Unigene4034_YT	orient(a-/s?) align: 698234(2468)-700701(1)
NC_001142.9	3188	asmbl_3189	Unigene4035_YT,Unigene4035_YT	orient(a+/s?) align: 700671(1)-701773(1103)
NC_001142.9	3189	asmbl_3190	Unigene4036_YT,Unigene4036_YT	orient(a-/s?) align: 701830(256)-702085(1)
NC_001142.9	3190	asmbl_3191	Unigene4037_YT,Unigene4037_YT	orient(a-/s?) align: 702053(1198)-703250(1)
NC_001142.9	3191	asmbl_3192	Unigene4038_YT,Unigene4039_YT,Unigene4038_YT,Unigene4039_YT	orient(a+/s?) align: 703202(1)-705473(2272)
NC_001142.9	3192	asmbl_3193	Unigene4040_YT,Unigene4040_YT	orient(a+/s?) align: 705744(1)-706874(1131)
NC_001142.9	3193	asmbl_3194	Unigene4041_YT,Unigene4041_YT	orient(a-/s?) align: 707241(281)-707521(1)
NC_001142.9	3194	asmbl_3195	Unigene4042_YT,Unigene4042_YT	orient(a-/s?) align: 707507(203)-707709(1)
NC_001142.9	3195	asmbl_3196	Unigene4044_YT,Unigene4044_YT	orient(a+/s?) align: 710021(1)-710366(346)
NC_001142.9	3196	asmbl_3197	Unigene4046_YT,Unigene4046_YT	orient(a+/s?) align: 713190(1)-713719(530)
NC_001142.9	3197	asmbl_3198	Unigene4047_YT,Unigene4047_YT	orient(a+/s?) align: 713737(1)-714055(319)
NC_001142.9	3198	asmbl_3199	Unigene4049_YT,Unigene4049_YT	orient(a-/s?) align: 715725(1279)-717003(1)
NC_001142.9	3199	asmbl_3200	Unigene4050_YT,Unigene4050_YT	orient(a+/s?) align: 717072(1)-717389(318)
NC_001142.9	3200	asmbl_3201	Unigene4051_YT,Unigene4051_YT	orient(a-/s?) align: 717377(214)-717590(1)
NC_001142.9	3201	asmbl_3202	Unigene4052_YT,Unigene4052_YT	orient(a-/s?) align: 717726(393)-718118(1)
NC_001142.9	3202	asmbl_3203	Unigene4053_YT,Unigene4053_YT	orient(a+/s?) align: 718223(1)-721391(3169)
NC_001142.9	3203	asmbl_3204	Unigene4054_YT,Unigene4055_YT,Unigene4054_YT,Unigene4055_YT	orient(a+/s?) align: 721664(1)-724215(2552)
NC_001142.9	3204	asmbl_3205	Unigene4056_YT,Unigene4056_YT	orient(a-/s?) align: 724544(485)-725028(1)
NC_001142.9	3205	asmbl_3206	Unigene4057_YT,Unigene4057_YT	orient(a-/s?) align: 725018(328)-725345(1)
NC_001142.9	3206	asmbl_3207	Unigene4058_YT,Unigene4058_YT	orient(a+/s?) align: 725784(1)-726824(1041)
NC_001142.9	3207	asmbl_3208	Unigene6523_YT	orient(a+/s?) align: 729357(1)-729597(241)
NC_001142.9	3208	asmbl_3209	Unigene5194_YT	orient(a-/s?) align: 2179(4420)-6598(1)
NC_001142.9	3209	asmbl_3210	Unigene3996_YT	orient(a+/s?) align: 633474(1)-635791(2318)
NC_001142.9	3210	asmbl_3211	Unigene4043_YT	orient(a+/s?) align: 708660(1)-709917(1258)
NC_001142.9	3211	asmbl_3212	Unigene3890_YT	orient(a+/s?) align: 456026(1)-457896(1871)
NC_001142.9	3212	asmbl_3213	Unigene6325_YT	orient(a-/s?) align: 10268(1076)-11343(1)
NC_001142.9	3213	asmbl_3214	CL1177Contig1_YT	orient(a-/s?) align: 552869(2033)-554901(1)
NC_001142.9	3214	asmbl_3215	Unigene3704_YT	orient(a+/s?) align: 120395(1)-122025(1631)
NC_001142.9	3215	asmbl_3216	Unigene3990_YT	orient(a+/s?) align: 623167(1)-624654(1488)
NC_001142.9	3216	asmbl_3217	Unigene3791_YT	orient(a-/s?) align: 290993(3340)-294332(1)
NC_001142.9	3217	asmbl_3218	Unigene6326_YT	orient(a-/s?) align: 9929(265)-10193(1)
NC_001142.9	3218	asmbl_3219	CL293Contig1_YT	orient(a+/s?) align: 104958(1)-106258(1301)
NC_001142.9	3219	asmbl_3220	Unigene3726_YT	orient(a+/s?) align: 147071(1)-148157(1087)
NC_001142.9	3220	asmbl_3221	Unigene4048_YT	orient(a-/s?) align: 715199(366)-715564(1)
NC_001142.9	3221	asmbl_3222	CL36Contig1_YT	orient(a+/s?) align: 196112(1)-197237(1126)
NC_001142.9	3222	asmbl_3223	Unigene3824_YT,Unigene3825_YT	orient(a+/s+) align: 354734(1)-354837(104)>AT....AC<355175(105)-355289(219)
NC_001143.9	3223	asmbl_3224	Unigene4849_YT,Unigene4849_YT	orient(a-/s?) align: 3288(2472)-5759(1)
NC_001143.9	3224	asmbl_3225	Unigene4848_YT,Unigene4848_YT	orient(a+/s?) align: 5689(1)-5996(308)
NC_001143.9	3225	asmbl_3226	Unigene4847_YT,Unigene4847_YT	orient(a-/s?) align: 5949(259)-6207(1)
NC_001143.9	3226	asmbl_3227	Unigene4845_YT,Unigene4846_YT,Unigene4845_YT,Unigene4846_YT	orient(a+/s?) align: 6209(1)-7566(1358)
NC_001143.9	3227	asmbl_3228	Unigene4844_YT,Unigene4844_YT	orient(a-/s?) align: 7530(332)-7861(1)
NC_001143.9	3228	asmbl_3229	Unigene4842_YT,Unigene4843_YT,Unigene4842_YT,Unigene4843_YT	orient(a+/s?) align: 7999(1)-13627(5629)
NC_001143.9	3229	asmbl_3230	Unigene4841_YT,Unigene4841_YT	orient(a-/s?) align: 13631(775)-14405(1)
NC_001143.9	3230	asmbl_3231	Unigene4840_YT,Unigene4840_YT	orient(a+/s?) align: 14388(1)-15921(1534)
NC_001143.9	3231	asmbl_3232	Unigene4839_YT,Unigene4839_YT	orient(a-/s?) align: 16327(2188)-18514(1)
NC_001143.9	3232	asmbl_3233	Unigene4837_YT,Unigene4838_YT,Unigene4837_YT,Unigene4838_YT	orient(a+/s?) align: 18613(1)-18908(296)
NC_001143.9	3233	asmbl_3234	Unigene4835_YT,Unigene4836_YT,Unigene4835_YT,Unigene4836_YT	orient(a+/s?) align: 18835(1)-20203(1369)
NC_001143.9	3234	asmbl_3235	Unigene4834_YT,Unigene4834_YT	orient(a+/s?) align: 20204(1)-20621(418)
NC_001143.9	3235	asmbl_3236	Unigene4833_YT,Unigene4833_YT	orient(a+/s?) align: 20627(1)-21210(584)
NC_001143.9	3236	asmbl_3237	Unigene4832_YT,Unigene4832_YT	orient(a-/s?) align: 21257(548)-21804(1)
NC_001143.9	3237	asmbl_3238	Unigene4831_YT,Unigene4831_YT	orient(a+/s?) align: 22186(1)-24202(2017)
NC_001143.9	3238	asmbl_3239	Unigene4830_YT,Unigene4830_YT	orient(a-/s?) align: 24484(488)-24971(1)
NC_001143.9	3239	asmbl_3240	Unigene4829_YT,Unigene4829_YT	orient(a+/s?) align: 25108(1)-26564(1457)
NC_001143.9	3240	asmbl_3241	Unigene4828_YT,Unigene4828_YT	orient(a-/s?) align: 26604(4164)-30767(1)
NC_001143.9	3241	asmbl_3242	Unigene4827_YT,Unigene4827_YT	orient(a-/s?) align: 30935(833)-31767(1)
NC_001143.9	3242	asmbl_3243	Unigene4826_YT,Unigene4826_YT	orient(a-/s?) align: 31826(2529)-34354(1)
NC_001143.9	3243	asmbl_3244	Unigene4825_YT,Unigene4825_YT	orient(a+/s?) align: 34332(1)-36626(2295)
NC_001143.9	3244	asmbl_3245	Unigene4824_YT,Unigene4824_YT	orient(a-/s?) align: 36589(1642)-38230(1)
NC_001143.9	3245	asmbl_3246	Unigene4823_YT,Unigene4823_YT	orient(a+/s?) align: 38409(1)-38656(248)
NC_001143.9	3246	asmbl_3247	Unigene4822_YT,Unigene4822_YT	orient(a+/s?) align: 38633(1)-42383(3751)
NC_001143.9	3247	asmbl_3248	Unigene4821_YT,Unigene4821_YT	orient(a-/s?) align: 42321(4122)-46442(1)
NC_001143.9	3248	asmbl_3249	Unigene4820_YT,Unigene4820_YT	orient(a+/s?) align: 46473(1)-46687(215)
NC_001143.9	3249	asmbl_3250	Unigene4819_YT,Unigene4819_YT	orient(a+/s?) align: 48107(1)-49073(967)
NC_001143.9	3250	asmbl_3251	Unigene4818_YT,Unigene4818_YT	orient(a-/s?) align: 48924(921)-49844(1)
NC_001143.9	3251	asmbl_3252	Unigene4817_YT,Unigene4817_YT	orient(a+/s?) align: 50005(1)-53567(3563)
NC_001143.9	3252	asmbl_3253	Unigene4816_YT,Unigene4816_YT	orient(a+/s?) align: 53666(1)-55866(2201)
NC_001143.9	3253	asmbl_3254	Unigene4815_YT,Unigene4815_YT	orient(a-/s?) align: 55680(7876)-63555(1)
NC_001143.9	3254	asmbl_3255	Unigene4814_YT,Unigene4814_YT	orient(a-/s?) align: 63718(255)-63972(1)
NC_001143.9	3255	asmbl_3256	Unigene4813_YT,Unigene4813_YT	orient(a-/s?) align: 64135(3642)-67776(1)
NC_001143.9	3256	asmbl_3257	Unigene4812_YT,Unigene4812_YT	orient(a+/s?) align: 68515(1)-69028(514)
NC_001143.9	3257	asmbl_3258	Unigene4811_YT,Unigene4811_YT	orient(a+/s?) align: 69021(1)-69387(367)
NC_001143.9	3258	asmbl_3259	Unigene4810_YT,Unigene4810_YT	orient(a+/s?) align: 69370(1)-70170(801)
NC_001143.9	3259	asmbl_3260	Unigene4809_YT,Unigene4809_YT	orient(a-/s?) align: 70734(3243)-73976(1)
NC_001143.9	3260	asmbl_3261	Unigene4808_YT,Unigene4808_YT	orient(a+/s?) align: 73989(1)-74578(590)
NC_001143.9	3261	asmbl_3262	Unigene4807_YT,Unigene4807_YT	orient(a+/s?) align: 74608(1)-74814(207)
NC_001143.9	3262	asmbl_3263	Unigene4806_YT,Unigene4806_YT	orient(a-/s?) align: 74770(1296)-76065(1)
NC_001143.9	3263	asmbl_3264	Unigene4805_YT,Unigene4805_YT	orient(a+/s?) align: 75788(1)-77171(1384)
NC_001143.9	3264	asmbl_3265	Unigene4803_YT,Unigene4803_YT	orient(a-/s?) align: 78825(1100)-79924(1)
NC_001143.9	3265	asmbl_3266	Unigene4802_YT,Unigene4802_YT	orient(a-/s?) align: 80018(563)-80580(1)
NC_001143.9	3266	asmbl_3267	Unigene4801_YT,Unigene4801_YT	orient(a+/s?) align: 80952(1)-82799(1848)
NC_001143.9	3267	asmbl_3268	Unigene4799_YT,Unigene4800_YT,Unigene4800_YT	orient(a+/s?) align: 82909(1)-84106(1198)
NC_001143.9	3268	asmbl_3269	Unigene4798_YT,Unigene4798_YT	orient(a+/s?) align: 84318(1)-86118(1801)
NC_001143.9	3269	asmbl_3270	Unigene4797_YT,Unigene4797_YT	orient(a-/s?) align: 86045(2812)-88856(1)
